crop,moisture,Temperature,pump,id,temperature,pressure,altitude,soilmiosture,note,status,class,date,time,Unnamed: 0,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,parcel_0,parcel_1,parcel_2,CropType,CropDays,SoilMoisture,Humidity,Irrigation,Hour,Day,Month,Year,DateTime,DayOfWeek,Season,PumpVoltage,PumpCurrent,IrrigationDuration,Energy_Consumption
0,839,29,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,740,31,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,533,42,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,775,40,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,663,24,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,639,14,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,612,31,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,580,14,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,632,14,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,535,17,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,818,15,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,503,44,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,788,12,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,513,27,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,729,41,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,659,29,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,629,41,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,641,35,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,676,30,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,739,14,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,773,20,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,792,15,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,509,19,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,682,40,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,637,29,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,769,13,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,611,12,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,574,32,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,623,32,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,539,26,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,595,30,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,683,39,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,760,18,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,697,25,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,766,39,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,768,17,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,734,16,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,579,45,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,737,34,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,699,22,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,757,43,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,624,15,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,545,29,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,850,16,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,722,26,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,795,15,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,817,18,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,830,44,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,843,41,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,553,35,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,837,30,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,588,18,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,733,26,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,89,42,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,76,35,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,434,19,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,487,16,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,493,18,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,421,39,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,379,23,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,177,12,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,482,27,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,168,10,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,208,39,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,162,29,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,306,25,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,394,27,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,184,29,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,429,17,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,81,20,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,158,17,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,435,10,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,401,17,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,271,33,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,161,18,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,124,40,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,26,23,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,175,15,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,293,25,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,354,20,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,245,43,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,462,32,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,466,41,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,75,37,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,209,43,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,304,43,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,256,40,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,141,43,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,302,23,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,87,12,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,72,13,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,4,42,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,178,39,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,36,16,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,39,38,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,107,31,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,21,37,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,59,20,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,206,37,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,143,43,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,52,44,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,149,24,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,74,20,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,861,33,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,938,14,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,981,36,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,1019,37,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,876,40,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,1020,27,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,933,42,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,889,39,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,865,17,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,920,10,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,926,18,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,923,10,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,853,29,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,922,23,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,998,28,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,966,16,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,950,13,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,1001,36,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,930,18,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,999,30,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,873,44,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
0,969,39,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.3912176,39.38123752,,,,,,,,Autumn,220,5,30,550
